Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[disease]	Characteristics[cell line]	Characteristics[cell type]	Characteristics[genotype]	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_STDEV]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Factor Value[organism]	Factor Value[cell type]	Factor Value[genotype]	Factor Value[disease]	Factor Value[protocol]
NW141014-II_46	ERS2156528	SAMEA104545244	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-II_46	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-II_46	sequencing assay	ERX2319189	NW141014-II_46.fastq.gz	NW141014-II_46.fastq.gz	ERR2266352	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/002/ERR2266352/ERR2266352.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-II_47	ERS2156529	SAMEA104545245	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-II_47	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-II_47	sequencing assay	ERX2319190	NW141014-II_47.fastq.gz	NW141014-II_47.fastq.gz	ERR2266353	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/003/ERR2266353/ERR2266353.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-II_48	ERS2156530	SAMEA104545246	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-II_48	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-II_48	sequencing assay	ERX2319191	NW141014-II_48.fastq.gz	NW141014-II_48.fastq.gz	ERR2266354	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/004/ERR2266354/ERR2266354.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-II_53	ERS2156531	SAMEA104545247	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-II_53	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-II_53	sequencing assay	ERX2319192	NW141014-II_53.fastq.gz	NW141014-II_53.fastq.gz	ERR2266355	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/005/ERR2266355/ERR2266355.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-II_54	ERS2156532	SAMEA104545248	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-II_54	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-II_54	sequencing assay	ERX2319193	NW141014-II_54.fastq.gz	NW141014-II_54.fastq.gz	ERR2266356	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/006/ERR2266356/ERR2266356.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-II_70	ERS2156533	SAMEA104545249	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-II_70	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-II_70	sequencing assay	ERX2319194	NW141014-II_70.fastq.gz	NW141014-II_70.fastq.gz	ERR2266357	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/007/ERR2266357/ERR2266357.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-II_72	ERS2156534	SAMEA104545250	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-II_72	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-II_72	sequencing assay	ERX2319195	NW141014-II_72.fastq.gz	NW141014-II_72.fastq.gz	ERR2266358	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/008/ERR2266358/ERR2266358.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-II_74	ERS2156535	SAMEA104545251	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-II_74	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-II_74	sequencing assay	ERX2319196	NW141014-II_74.fastq.gz	NW141014-II_74.fastq.gz	ERR2266359	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/009/ERR2266359/ERR2266359.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-II_77	ERS2156536	SAMEA104545252	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-II_77	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-II_77	sequencing assay	ERX2319197	NW141014-II_77.fastq.gz	NW141014-II_77.fastq.gz	ERR2266360	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/000/ERR2266360/ERR2266360.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-II_79	ERS2156537	SAMEA104545253	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-II_79	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-II_79	sequencing assay	ERX2319198	NW141014-II_79.fastq.gz	NW141014-II_79.fastq.gz	ERR2266361	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/001/ERR2266361/ERR2266361.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-II_82	ERS2156538	SAMEA104545254	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-II_82	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-II_82	sequencing assay	ERX2319199	NW141014-II_82.fastq.gz	NW141014-II_82.fastq.gz	ERR2266362	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/002/ERR2266362/ERR2266362.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-II_84	ERS2156539	SAMEA104545255	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-II_84	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-II_84	sequencing assay	ERX2319200	NW141014-II_84.fastq.gz	NW141014-II_84.fastq.gz	ERR2266363	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/003/ERR2266363/ERR2266363.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-II_89	ERS2156540	SAMEA104545256	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-II_89	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-II_89	sequencing assay	ERX2319201	NW141014-II_89.fastq.gz	NW141014-II_89.fastq.gz	ERR2266364	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/004/ERR2266364/ERR2266364.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-II_92	ERS2156541	SAMEA104545257	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-II_92	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-II_92	sequencing assay	ERX2319202	NW141014-II_92.fastq.gz	NW141014-II_92.fastq.gz	ERR2266365	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/005/ERR2266365/ERR2266365.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-V_04	ERS2156542	SAMEA104545258	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-V_04	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-V_04	sequencing assay	ERX2319203	NW141014-V_04.fastq.gz	NW141014-V_04.fastq.gz	ERR2266366	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/006/ERR2266366/ERR2266366.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-V_05	ERS2156543	SAMEA104545259	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-V_05	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-V_05	sequencing assay	ERX2319204	NW141014-V_05.fastq.gz	NW141014-V_05.fastq.gz	ERR2266367	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/007/ERR2266367/ERR2266367.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-V_06	ERS2156544	SAMEA104545260	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-V_06	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-V_06	sequencing assay	ERX2319205	NW141014-V_06.fastq.gz	NW141014-V_06.fastq.gz	ERR2266368	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/008/ERR2266368/ERR2266368.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-V_08	ERS2156545	SAMEA104545261	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-V_08	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-V_08	sequencing assay	ERX2319206	NW141014-V_08.fastq.gz	NW141014-V_08.fastq.gz	ERR2266369	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/009/ERR2266369/ERR2266369.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-V_09	ERS2156546	SAMEA104545262	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-V_09	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-V_09	sequencing assay	ERX2319207	NW141014-V_09.fastq.gz	NW141014-V_09.fastq.gz	ERR2266370	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/000/ERR2266370/ERR2266370.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-V_11	ERS2156547	SAMEA104545263	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-V_11	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-V_11	sequencing assay	ERX2319208	NW141014-V_11.fastq.gz	NW141014-V_11.fastq.gz	ERR2266371	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/001/ERR2266371/ERR2266371.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-V_12	ERS2156548	SAMEA104545264	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-V_12	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-V_12	sequencing assay	ERX2319209	NW141014-V_12.fastq.gz	NW141014-V_12.fastq.gz	ERR2266372	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/002/ERR2266372/ERR2266372.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-V_13	ERS2156549	SAMEA104545265	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-V_13	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-V_13	sequencing assay	ERX2319210	NW141014-V_13.fastq.gz	NW141014-V_13.fastq.gz	ERR2266373	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/003/ERR2266373/ERR2266373.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-V_15	ERS2156550	SAMEA104545266	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-V_15	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-V_15	sequencing assay	ERX2319211	NW141014-V_15.fastq.gz	NW141014-V_15.fastq.gz	ERR2266374	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/004/ERR2266374/ERR2266374.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-V_16	ERS2156551	SAMEA104545267	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-V_16	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-V_16	sequencing assay	ERX2319212	NW141014-V_16.fastq.gz	NW141014-V_16.fastq.gz	ERR2266375	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/005/ERR2266375/ERR2266375.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-V_17	ERS2156552	SAMEA104545268	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-V_17	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-V_17	sequencing assay	ERX2319213	NW141014-V_17.fastq.gz	NW141014-V_17.fastq.gz	ERR2266376	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/006/ERR2266376/ERR2266376.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-V_20	ERS2156553	SAMEA104545269	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-V_20	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-V_20	sequencing assay	ERX2319214	NW141014-V_20.fastq.gz	NW141014-V_20.fastq.gz	ERR2266377	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/007/ERR2266377/ERR2266377.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-V_21	ERS2156554	SAMEA104545270	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-V_21	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-V_21	sequencing assay	ERX2319215	NW141014-V_21.fastq.gz	NW141014-V_21.fastq.gz	ERR2266378	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/008/ERR2266378/ERR2266378.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-V_23	ERS2156555	SAMEA104545271	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-V_23	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-V_23	sequencing assay	ERX2319216	NW141014-V_23.fastq.gz	NW141014-V_23.fastq.gz	ERR2266379	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/009/ERR2266379/ERR2266379.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-V_24	ERS2156556	SAMEA104545272	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-V_24	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-V_24	sequencing assay	ERX2319217	NW141014-V_24.fastq.gz	NW141014-V_24.fastq.gz	ERR2266380	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/000/ERR2266380/ERR2266380.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-V_27	ERS2156557	SAMEA104545273	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-V_27	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-V_27	sequencing assay	ERX2319218	NW141014-V_27.fastq.gz	NW141014-V_27.fastq.gz	ERR2266381	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/001/ERR2266381/ERR2266381.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-V_28	ERS2156558	SAMEA104545274	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-V_28	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-V_28	sequencing assay	ERX2319219	NW141014-V_28.fastq.gz	NW141014-V_28.fastq.gz	ERR2266382	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/002/ERR2266382/ERR2266382.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-V_29	ERS2156559	SAMEA104545275	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-V_29	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-V_29	sequencing assay	ERX2319220	NW141014-V_29.fastq.gz	NW141014-V_29.fastq.gz	ERR2266383	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/003/ERR2266383/ERR2266383.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-V_32	ERS2156560	SAMEA104545276	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-V_32	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-V_32	sequencing assay	ERX2319221	NW141014-V_32.fastq.gz	NW141014-V_32.fastq.gz	ERR2266384	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/004/ERR2266384/ERR2266384.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-V_35	ERS2156561	SAMEA104545277	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-V_35	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-V_35	sequencing assay	ERX2319222	NW141014-V_35.fastq.gz	NW141014-V_35.fastq.gz	ERR2266385	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/005/ERR2266385/ERR2266385.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-V_36	ERS2156562	SAMEA104545278	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-V_36	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-V_36	sequencing assay	ERX2319223	NW141014-V_36.fastq.gz	NW141014-V_36.fastq.gz	ERR2266386	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/006/ERR2266386/ERR2266386.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-V_37	ERS2156563	SAMEA104545279	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-V_37	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-V_37	sequencing assay	ERX2319224	NW141014-V_37.fastq.gz	NW141014-V_37.fastq.gz	ERR2266387	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/007/ERR2266387/ERR2266387.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-V_38	ERS2156564	SAMEA104545280	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-V_38	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-V_38	sequencing assay	ERX2319225	NW141014-V_38.fastq.gz	NW141014-V_38.fastq.gz	ERR2266388	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/008/ERR2266388/ERR2266388.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-V_42	ERS2156565	SAMEA104545281	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-V_42	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-V_42	sequencing assay	ERX2319226	NW141014-V_42.fastq.gz	NW141014-V_42.fastq.gz	ERR2266389	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/009/ERR2266389/ERR2266389.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-V_43	ERS2156566	SAMEA104545282	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-V_43	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-V_43	sequencing assay	ERX2319227	NW141014-V_43.fastq.gz	NW141014-V_43.fastq.gz	ERR2266390	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/000/ERR2266390/ERR2266390.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
NW141014-V_46	ERS2156567	SAMEA104545283	Homo sapiens	normal	GM12891	EBV-transformed B-lymphocyte	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW141014-V_46	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW141014-V_46	sequencing assay	ERX2319228	NW141014-V_46.fastq.gz	NW141014-V_46.fastq.gz	ERR2266391	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/001/ERR2266391/ERR2266391.fastq.gz	102	52	Homo sapiens	EBV-transformed B-lymphocyte	wild type genotype	normal	Strand-Seq
